Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2004,"California State University, San Marcos",Public,Michael Moore,Campus Speech,"Elections, Political Views",Administrator(s),Not Applicable,No,No,Revoked,No,"The university president claimed that Moore's campaigning for Democratic candidates disqualified him from speaking on college campuses during an election year and revoked Moore's invitation to speak because there was too little time to provide a ""balancing perspective.""",Mistaken on the Law.  The director of communications said: “California law prohibits us from using state dollars for partisan political activity.”,[],65c1511779db8200391eb064
2004,Carlow University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and encouraged students and others to ask the university president to cut all ties or sponsorships of the performance. A sample letter — along with the university president's address, email, and phone number —&nbsp;was provided on the Cardinal Newman Society's website. The event took place.",Unknown,[],65c1511779db8200391eb06b
2004,Catholic University of America,Religious,Eleanor Holmes Norton,Campus Speech,Abortion,"General Public, Student(s)",From the Right,No,No,Revoked,No,The managers of the university bookstore canceled Norton's speaking event in response to student demands that Norton be disinvited. The students objected to Norton's pro-choice views. University officials denied any responsibility for the disinvitation.,"Neutral (Disingenuous). The university's director of public affairs stated: “since it was Follett's [the independent book store's] decision to book Ms. Norton, it was their decision [to revoke the invitation]”",[],65c1511779db8200391eb072
2004,Catholic University of America,Religious,Stanley Tucci,Campus Speech,Abortion,Administrator(s),From the Right,No,No,Rejected,No,"Administrators told the organizers of the Washington, Italia Film and Music Festival that the university would not host a panel on campus if Tucci spoke because of Tucci's support for abortion access.","Condemn Content of Expression. A spokesperson for the university said that the university can't ""give . . . any platform . . . [to Tucci who] act[ed] in defiance of our fundamental moral principles.""",[],65c1511779db8200391eb079
2004,College of New Rochelle,Religious,Earl Graves,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Graves an ""inappropriate speaker"" for commencement because of his views on abortion and called on the college to rescind Graves' invitation. Graves spoke succesfully.",Unknown,[],65c1511779db8200391eb080
2004,College of Saint Rose,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511779db8200391eb087
2004,College of Santa Fe,Religious,Hugh Downs,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Downs an ""inappropriate speaker"" for commencement because of his views on abortion and called on the college to rescind its invitation of Downs. Downs spoke successfully.",Unknown,[],65c1511779db8200391eb08e
2004,College of St. Rose,Religious,Libby Pataki,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Pataki an ""inappropriate speaker"" for commencement because of her views on abortion and called on the college to rescind its invitation of Pataki. Pataki spoke successfully.",Unknown,[],65c1511779db8200391eb095
2004,College of the Holy Cross,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.","Condemn Speaker (or Artist) as a Person, Appeased Protesters. The college's president described parts of the play as “objectionable” and said it “isn’t the vehicle I would have chosen.”",[],65c1511779db8200391eb09c
2004,DePaul University,Religious,Anthony Lewis,Commencement Speech,"Abortion, Civil Liberties",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Lewis an ""inappropriate speaker"" for commencement because of his views on abortion and physician-assisted suicide and called on the university to rescind Lewis' invitation. Lewis spoke successfully.",Unknown,[],65c1511779db8200391eb0a3
2004,DePaul University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511779db8200391eb0aa
2004,Dominican University of California,Religious,Barbara Boxer,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Boxer an ""inappropriate speaker"" for commencement because of her views on abortion and called on the university to rescind Boxer's invitation. Boxer spoke successfully.","Supported Speaker (or Artist) as a Person. A university spokesperson emphasizing that ""Boxer was far from a one-issue speaker. She is a champion of human rights and the environment. . . .  She is not all about a woman's right to choose.""",[],65c1511779db8200391eb0b1
2004,Emmanuel College,Religious,Mary Beth Cahill,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Cahill an ""inappropriate speaker"" for commencement because of her views on abortion and called on the college to rescind Cahill's invitation. Cahill spoke successfully.",Unknown,[],65c1511779db8200391eb0b8
2004,"Fordham University, Lincoln Center",Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Administrator(s)",From the Right,No,No,Canceled,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of Fordham —&nbsp;and the presidents of other mostly Catholic colleges and universities — were “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged parents and alumni to register their protest by contacting university and college presidents listed in the ad, which included the presidents' names, addresses, phone numbers, and emails. Administrators canceled the play.",Unknown,[],65c1511779db8200391eb0bf
2004,George Mason University,Public,Michael Moore,Campus Speech,"Elections, Political Views","Administrator(s), Politician(s)",From the Right,No,No,Revoked,No,"Conservative legislators and members of the community complained Moore was ""too partisan"" and ""too political for an election year"" and argued that public money should not support an overtly political event. The university rescinded Moore's invitation, claiming hosting his speech so close to the presidential election would be ""an inappropriate use of state resources.""","Mistaken on the Law. the president said: ""the school announced that the event, coming so close to the presidential election, would be 'an inappropriate use of state resources.'""",[],65c1511779db8200391eb0c6
2004,Georgetown University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.","Honor Roll
Neutral. The assistant VP for communications said: “As an academic community committed to the free exchange of ideas, Georgetown believes it is important that students, faculty and staff are able to engage in dialogue on important issues of the day. The university does not endorse the particular content used in the play but supports the right of students and faculty to be able to express themselves on this issue, no matter what their particular view of it is.""",[],65c1511779db8200391eb0cd
2004,Iona College,Religious,Chuck Schumer,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Schumer an ""inappropriate speaker"" for commencement because of his pro-choice views and called on the college to rescind Schumer's invitation. Schumer spoke successfully.",Unknown,[],65c1511779db8200391eb0d4
2004,John Carroll University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,Yes,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511779db8200391eb0db
2004,Johns Hopkins University,Secular,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511779db8200391eb0e2
2004,Loyola College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Alumni, Stakeholder(s)",From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the college — and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged parents and alumni to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. Alumni and parents of students protested the performance but the college president refused to cancel it and the event took place.","Condemned Speaker (or Artist) as a Person, Appeased Protesters. The college's president said that The Vagina Monologues are ""in questionable taste"" and that they are ""not the vehicle I would have chosen to raise awareness of domestic violence.""",[],65c1511779db8200391eb0e9
2004,Loyola University of New Orleans,Religious,Mitchell Landrieu,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Landrieu an ""inappropriate speaker"" for commencement because of his views on abortion and called on the university to rescind Landrieu's invitation. Landrieu spoke successfully.",Unknown,[],65c1511779db8200391eb0f0
2004,Loyola University of Chicago,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511779db8200391eb0f7
2004,Loyola University of New Orleans,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Administrator(s), Alumni",From the Right,No,No,Canceled,No,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of Fordham —&nbsp;and the presidents of other mostly Catholic colleges and universities — were “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged parents and alumni to register their protest by contacting university and college presidents listed in the ad, which included the presidents' names, addresses, phone numbers, and emails. The interim president of the university expressed reservation but then canceled the performance after facing complaints from alumni and seeing a lack of faculty support for the project.","Appeased Protesters. The university's public affairs office issued a statement from the university interim president: ""There are no plans to produce a public performance of The Vagina Monologues.""",[],65c1511779db8200391eb0fe
2004,Mount Saint Mary's College,Religious,Alberto Gonzales,Commencement Speech,"Abortion, Civil Liberties","Administrator(s), Faculty, Student(s)",From the Left,No,Yes,Revoked,Yes,The university rescinded its invitation to Gonzales to receive an honorary degree at commencement after students and faculty petitioned the university to disinvite Gonzales because his support for the death penalty and abortion. The college then reinvited Gonzalez to speak at commencement but did not offer Gonzalez an honorary degree. Gonzales spoke successfully.,"Appeased Protesters. The university president called Gonzales ""a shining example of compassion and social justice"" in the commencement speaker / honorary degree announcements, but then after protests, he rescinded the offer to award an honorary degree but still allowed Gonzales to come speak at a later date.",[],65c1511779db8200391eb105
2004,Nazareth College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511779db8200391eb10c
2004,Notre Dame de Namur University,Religious,Helen Prejean,Commencement Speech,Civil Liberties,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society declared Prejean an ""inappropriate speaker"" for commencement because of her views on the death penalty and for writing the book, Dead Man Walking. The group called on the university to rescind Prejean's invitation. Prejean spoke successfully.",Unknown,[],65c1511779db8200391eb113
2004,Providence College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.","Condemned Content of Expression, Appeased Protesters. The college's administration said that “much of the content and the language of The Vagina Monologues . . . is at odds with the ideals and values embodied in the Catholic tradition.”",[],65c1511779db8200391eb11a
2004,Regis College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb121
2004,Saint Ambrose College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality","Activist(s), Administrator(s)",From the Right,No,No,Rejected,No,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of Saint Ambrose College —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged parents and alumni to register their protest by contacting university and college presidents listed in the ad, which included the presidents' names, addresses, phone numbers, and emails. College administrators refused to grant students permission to proceed with production of the play.",Unknown,[],65c1511879db8200391eb128
2004,Saint John Fisher College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb12f
2004,Saint Louis University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb136
2004,Seattle University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb13d
2004,Stonehill College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb144
2004,Towson University,Secular,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society took out a full-page ad in USA Today that said the president of the university —&nbsp;and the presidents of other mostly Catholic colleges and universities — was “permitting an obscenities-drenched production that defiles students” by allowing students to perform the play, The Vagina Monologues. The ad encouraged readers to register their protest by contacting university and college presidents on a provided list, which included their names, addresses, phone numbers, and emails. The event took place.",Unknown,[],65c1511879db8200391eb14b
2004,University of Arizona,Public,Ann Coulter,Campus Speech,"Political Views, Religion, Terrorism",Student(s),From the Left,No,No,Attempted Disruption,Not Applicable,"Students threw pies at Coulter in an attempt to shut down her speech, objecting to Coulter's views on religion and the war in Iraq. Coulter finished her talk despite the pie-throwing.",Unknown,[],65c1511879db8200391eb152
2004,University of Arizona,Public,Michael Moore,Campus Speech,"Elections, Political Views",Student(s),From the Right,No,No,Attempted Disruption,Not Applicable,Small groups of students heckled Moore during his speech supporting John Kerry in the then-upcoming election. Moore completed his remarks but security ushered several groups out of the stadium.,"Honor Roll
Neutral. The university's speakers board director said: ""ASUA is not passing judgment. We believe he has a unique way of presenting his ideas and addressing the opposition.""",[],65c1511879db8200391eb159
2004,"University of California, Berkeley",Public,Daniel Pipes,Campus Speech,"Israeli-Palestinian Conflict, Race, Religion",Student(s),From the Left,No,No,Attempted Disruption,Not Applicable,"Students heckled Pipes and attempted to shut down the event, objecting to Pipes' criticism of Islam. Pipes spoke despite the heckling.",None,[],65c1511879db8200391eb160
