Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2023,Belmont University,Secular,Promise Keepers,Campus Speech,"Civil Liberties, Sexuality",Administrator(s),From the Left,No,No,Revoked,No,The university withdrew its invitation to the Promise Keepers to hold an event on campus because of a blog post by the group about Pride Month that some viewed as hateful to the LGBTQ community.,"Condemned Content of Expression. A university official said the blogpost by the group scheduled to come speak included “comments that we believe unnecessarily fan the flames of culture wars and are harmful to members of our community.”  

And a university statement that was released said: ""We [are] unequivocal in our belief in the value of each human being, and we are committed to engaging in constructive conversations that demonstrate kindness and seek understanding. We will not knowingly provide a space for any group whose language we believe to lack that same respect.”",[],65c150fe79db8200391e8ff4
2023,Boston University,Secular,David Zaslav,Campus Speech,Class or Policy Issues,Student(s),From the Left,No,No,Attempted Disruption,Not Applicable,"Students heckled Zaslav, CEO of Warner Brothers Discovery, throughout his commencement address due to an ongoing Hollywood writers' strike. Zaslav was booed throughout his speech, but finished his remarks.",None,[],65c150fe79db8200391e8ffb
2023,Brown University,Secular,Christina Paxson,Campus Speech,Israeli-Palestinian Conflict,Student(s),From the Left,No,No,Substantial Event Disruption,No,A vigil for a university student from Palestine seriously injured in a shooting in Vermont was cut short after students shouted down the university president by calling for the university to divest its endowment from companies affiliated with Israel.,"Neutral. A university spokesperson said: ""Monday's vigil at Brown was planned as an opportunity for students, faculty and staff to come together in the wake of a devastating act of violence in Vermont against one of our own community members. Tensions are high across college campuses, including at Brown, and we are clearly seeing manifestations of the anxiety, concern, frustration and profound desire for change that people are feeling. Yet when some students turned a vigil focused on care and empathy into disruption of the gathering, the opportunity for healing was lost for other attendees. We'll continue to uphold the importance of being a community where we treat each other with care and respect, even in our most challenging moments.""",[],65c150fe79db8200391e9002
2023,Central Connecticut State University,Public,The Greatest Lie Ever Sold: George Floyd and the Rise of BLM,Cinema,Race,"Student Group(s), Student(s)",From the Left,No,No,Substantial Event Disruption,No,"Students protested a Turning Point USA-sponsored screening of the documentary, The Greatest Lie Ever Sold, claiming that showing the film would come at the expense of marginalized groups' comfort, safety, and well-being. Using bullhorns and drums, protesters made so much noise outside the building that the audience could not hear the film, so TPUSA ended the screening.","Neutral (Disingenuous). The university's Associate Vice President of Communications and Media said: “One of the most critical functions of a public university is to protect the rights of all students. The suppression of speech is a violation of the First Amendment of the Constitution. The documentary, no matter how objectionable, is speech.""",[],65c150fe79db8200391e9009
2023,"City University of New York, Hunter College",Public,Israelism,Cinema,Israeli-Palestinian Conflict,Administrator(s),From the Right,No,No,Canceled,Yes,"The college canceled a screening of the documentary, Israelism, which is critical of Israel. The next day, a university spokesperson said that rescheduling the screening “was always the plan.” About two weeks later the screening was rescheduled. The screening took place.","Condemned Content of Expression, Appeased Protesters. In a statement posted online the school's president said: ""We seek constructive dialogue that avoids targeting any students, faculty or staff based on their identity: the essence of bigotry. In the current climate, we seek to balance our commitment to free speech and academic freedom with the danger of antisemitic and divisive rhetoric.""",[],65c150ff79db8200391e9010
2023,Colorado College,Secular,Liz Cheney,Commencement Speech,"Civil Liberties, Class or Policy Issues, Health, Immigration, Political Views, Religion, Sexuality",Student(s),From the Left,No,Yes,Attempted Disruption,Not Applicable,"Students, alumni, faculty, staff and families petitioned the college to disinvite Cheney from delivering a commencement speech, claiming one good deed — saying the election wasn't stolen — doesn't make up for Cheney's record of often voting in favor of former President Trump's preferred policies when she was a state representative. When Cheney spoke, some audience members booed and others turned their backs to her.",None,[],65c150ff79db8200391e9017
2023,Columbia University,Secular,Hillary Clinton,Campus Speech,Foreign Affairs,General Public,From the Left,No,No,Attempted Disruption,Not Applicable,"An anti-war protester shouted at Clinton, one member of a panel marking the 75th anniversary of the Universal Declaration of Human Rights, for more than three minutes, demanding Clinton denounce President Biden's ""warmongering speech"" calling for $100 billion in funding to help defend Israel, Taiwan, and Ukraine.",None,[],65c150ff79db8200391e901e
2023,Columbia University,Secular,Maria Ressa,Campus Speech,Foreign Affairs,General Public,From the Left,No,No,Attempted Disruption,Not Applicable,"Ressa was a member of a panel marking the 75th anniversary of the Universal Declaration of Human Rights. An anti-war protester shouted at another member of the panel, Hillary Clinton, for more than three minutes, demanding she denounce President Biden's ""warmongering speech"" calling for $100 billion in funding to help defend Israel, Taiwan, and Ukraine.",None,[],65c150ff79db8200391e9025
2023,Columbia University,Secular,Michelle Bachelet,Campus Speech,Foreign Affairs,General Public,From the Left,No,No,Attempted Disruption,Not Applicable,"Bachelet was a member of a panel marking the 75th anniversary of the Universal Declaration of Human Rights. An anti-war protester shouted at another member of the panel, Hillary Clinton, for more than three minutes, demanding she denounce President Biden's ""warmongering speech"" calling for $100 billion in funding to help defend Israel, Taiwan, and Ukraine.",None,[],65c150ff79db8200391e902c
2023,Denver University,Secular,Sean Kingston,Performance,Criminal or Other Misconduct,"Administrator(s), Student(s)",From the Left,No,No,Revoked,No,Students protested the university's invitation of Kingston to perform on campus because of a past sexual assault allegation against Kingston. The university programming board canceled Kingston's appearance.,"Condemned Speaker (or Artist) as a Person, Appeased Protesters. The university programming board stated: ""We want to make it clear that we stand with and believe survivors of sexual assault. We condemn anyone who does not support survivors and their experiences. We sincerely apologize for any negative impact and understand that this may have caused pain and trauma . . . considering these values, we have decided to cancel this year’s MusicFest.""",[],65c150ff79db8200391e9033
2023,East Tennessee State University,Public,Michael Knowles,Campus Speech,Gender,"Student Group(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"The campus chapter of the Young Democratic Socialists of America petitioned the university to cancel an event featuring Knowles sponsored by the campus Conservative Coalition that it had previously approved, claiming that letting Knowles speak ""threatens the lives (of) all queer and trans students."" Knowles spoke successfully.","Honor Roll, High Honors
Neutral. In response to press inquiries, the administration issued a quote from the university's speech policy which reads: “ETSU does not disinvite a speaker invited by a student organization or faculty member because the speaker’s anticipated speech may be considered offensive, unwise, immoral, indecent, disagreeable, conservative, liberal, traditional, radical, or wrong-headed by students, faculty, staff, administrators, government officials, or members of the public.”",[],65c150ff79db8200391e903a
2023,George Mason University,Public,Glenn Youngkin,Commencement Speech,"Abortion, Class or Policy Issues, Gender, Race, Sexuality",Student(s),From the Left,Yes,Yes,Disinvitation Attempt,Not Applicable,Students petitioned the university not to permit Youngkin to speak at or attend the university's commencement ceremony because of Youngkin's conservative views. Some students who did not object to Youngkin's appearance started a counter-petition. Youngkin spoke successfully.,"Honor Roll, High Honors
Neutral. The university's president issued a statement that included: “Once you start silencing people you disagree with, you open a door that ultimately targets historically marginalized communities more than it benefits them.”",[],65c150ff79db8200391e9041
2023,Georgetown University,Religious,Lucien Graves,Campus Speech,Religion,"Activist(s), Alumni, Faculty, Stakeholder(s), Student Group(s), Student(s)",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"Nonstudent activists, students, alumni, faculty, and others wanted the university to cancel a talk by Graves (and Malcolm Jarry) because the speakers planned to discuss their atheism. TFP Student Action, an off-campus organization, encouraged its members and readers to contact the university president. Students circulated an open letter — signed by more than 150 students, faculty, alumni and others —&nbsp;asking the university to cancel the event because the speakers were founders of The Satanic Temple, which the petitioners considered a religious hate group.  The talk took place successfully.",None,[],65c150ff79db8200391e9048
2023,Georgetown University,Religious,Malcolm Jarry,Campus Speech,Religion,"Activist(s), Alumni, Faculty, Stakeholder(s), Student Group(s), Student(s)",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"Nonstudent activists, students, alumni, faculty, and others wanted the university to cancel a talk by Jarry (and Lucien Graves) because the speakers planned to discuss their atheism. TFP Student Action, an off-campus organization, encouraged its members and readers to contact the university president. Students circulated an open letter — signed by more than 150 students, faculty, alumni and others — asking the university to cancel the event because the speakers were founders of The Satanic Temple, which the petitioners considered a religious hate group.  The talk took place successfully.",None,[],65c150ff79db8200391e904f
2023,"Georgetown University, Edmund A. Walsh School of Foreign Service",Religious,Dasha Navalnaya,Commencement Speech,"Foreign Affairs, Immigration, Sexuality","Alumni, Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students, faculty, and alumni petitioned Georgetown to rescind its invitation of Navalnaya to speak at commencement because of statements made by Navalnaya's father, Alexei Navalny, about immigrants and gay people. Navalnaya spoke successfully.","Honor Roll, High Honors
Neutral. The dean said: “We do not disinvite speakers on the Georgetown campus, and we don't dissuade speakers from speaking.”",[],65c150ff79db8200391e9056
2023,Harvard University,Secular,Jake Auchincloss,Campus Speech,Other,Administrator(s),Not Applicable,No,No,Revoked,No,"Only days after Auchincloss criticized the university president for being inconsistent in her protection of free speech, the university canceled a speaking event approved a month earlier featuring Auchincloss and Ro Khanna, supposedly because the event was co-sponsored by a non-campus entity, American Affairs. The John Adams Society, the student group that planned the event, said the alleged ""policy violation"" was a pretext for retaliation against Auchincloss for his criticism of the university president.",Neutral (Disingenuous). A spokesperson told reporters that the university has “no record of an event registration request [for the Auchincloss / Khanna china policy discussion].”,[],65c150ff79db8200391e905d
2023,Harvard University,Secular,Jason Greenblatt,Campus Speech,Israeli-Palestinian Conflict,Student Group(s),From the Left,No,No,Substantial Event Disruption,No,"Two student groups, the Harvard College Palestine Solidarity Committee and Harvard Graduate Students for Palestine, recruited hundreds of protesters to march through campus with noisemakers, drumsticks, buckets, and megaphones. Some protesters entered the law school's main building, where a small group of students were engagegd in a discussion session with Greenblatt, a former assistant to the president, in a study room on the first floor. The protesters blocked the hallway outside of the study room causing Greenblatt and the students to hide until the protesters left.",None,[],65c150ff79db8200391e9064
2023,Harvard University,Secular,Ro Khanna,Campus Speech,Other,Administrator(s),Not Applicable,No,No,Revoked,No,"Only days after Jake Auchincloss criticized the university president for being inconsistent in her protection of free speech, the university canceled a speaking event approved a month earlier featuring Khanna and Auchincloss, supposedly because the event was co-sponsored by a non-campus entity, American Affairs. The John Adams Society, sthe student group that planned the event, said the alleged ""policy violation"" was a pretext for retaliation against Auchincloss for his criticism of the university president.",Neutral (Disingenuous). A spokesperson told reporters that the university has “no record of an event registration request [for the Auchincloss / Khanna china policy discussion].”,[],65c150ff79db8200391e906b
2023,James Madison University,Public,Liz Wheeler,Campus Speech,Gender,"Alumni, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,Students protested and an alumnus started a petition against the campus chapter of Young Americans for Freedom's invitation of Wheeler to speak at an event because of Wheeler's views on transgenderism. Wheeler spoke successfully.,"Honor Roll
Neutral. The university VP for Student Affairs told reporters: ""That is at the heart of America. . . .I can disagree with the speaker, I can disagree with people protesting, but it’s our job to provide the forum, both should be able to exist in tandem. . . [I don't] know if it’s a gift or a curse to be content neutral in our view of it. . . . I worry about shock for shock’s sake. . . .You know, I think that we should be a place about learning and growing and helping people be challenged, but be challenged in a way that actually helps growth occur. And I'm hoping we can be that place. But that also means sometimes you're gonna have speakers that people disagree with.”",[],65c150ff79db8200391e9072
2023,Lewis-Clark State College,Public,As I Sit Waiting: Audio I,Artwork,Abortion,Administrator(s),From the Right,No,No,Removed,No,"Administrators removed six works of art from an exhibit. They included a video, As I Sit Waiting: Audio I, that features videos and audio recordings of women sharing their experiences with pregnancy, abortion, and reproductive healthcare, a handwritten copy of a letter addressed to Planned Parenthood founder Margaret Sanger, and a piece of embroidery that displayed two pills used during abortion.","Mistaken on the Law (Even if not on state law, certainly on Constitutional Law). The College Director of Communications said: “After obtaining legal advice, per Idaho Code Section 18-8705, some of the proposed exhibits could not be included in the exhibition.”",[],65c150ff79db8200391e9079
2023,Lewis-Clark State College,Public,As I Sit Waiting: Film I,Artwork,Abortion,Administrator(s),From the Right,No,No,Removed,No,"Administrators removed six works of art from an exhibit. They included a video, As I Sit Waiting: Film I, that features women sharing their experiences with pregnancy, abortion, and reproductive healthcare, a handwritten copy of a letter addressed to Planned Parenthood founder Margaret Sanger, and a piece of embroidery that displayed two pills used during abortion.","Mistaken on the Law (Even if not on state law, certainly on Constitutional Law). The College Director of Communications said: “After obtaining legal advice, per Idaho Code Section 18-8705, some of the proposed exhibits could not be included in the exhibition.”",[],65c150ff79db8200391e9080
2023,Lewis-Clark State College,Public,As I Sit Waiting: Film II,Artwork,Abortion,Administrator(s),From the Right,No,No,Removed,No,"Administrators removed six works of art from an exhibit. They included a video, As I Sit Waiting: Film II, that features women sharing their experiences with pregnancy, abortion, and reproductive healthcare, a handwritten copy of a letter addressed to Planned Parenthood founder Margaret Sanger, and a piece of embroidery that displayed two pills used during abortion.","Mistaken on the Law (Even if not on state law, certainly on Constitutional Law). The College Director of Communications said: “After obtaining legal advice, per Idaho Code Section 18-8705, some of the proposed exhibits could not be included in the exhibition.”",[],65c150ff79db8200391e9087
2023,Lewis-Clark State College,Public,As I Sit Waiting: Film III,Artwork,Abortion,Administrator(s),From the Right,No,No,Removed,No,"Administrators removed six works of art from an exhibit. They included a video, As I Sit Waiting: Film III, that features videos and audio recordings of women sharing their experiences with pregnancy, abortion, and reproductive healthcare, a handwritten copy of a letter addressed to Planned Parenthood founder Margaret Sanger, and a piece of embroidery that displayed two pills used during abortion.","Mistaken on the Law (Even if not on state law, certainly on Constitutional Law). The College Director of Communications said: “After obtaining legal advice, per Idaho Code Section 18-8705, some of the proposed exhibits could not be included in the exhibition.”",[],65c150ff79db8200391e908e
2023,Lewis-Clark State College,Public,Unconditional Care: Listening to People’s Health Needs: Embroidery,Artwork,Abortion,Administrator(s),From the Right,No,No,Removed,No,"Administrators removed six works of art from an exhibit including a piece of embroidery titled, Unconditional Care: Listening to People’s Health Needs: Embroidery. The exhibit also featured videos and audio recordings of women sharing their experiences with pregnancy, abortion, and reproductive healthcare, and a handwritten copy of a letter addressed to Planned Parenthood founder Margaret Sanger.","Mistaken on the Law (Even if not on state law, certainly on Constitutional Law). The College Director of Communications said: “After obtaining legal advice, per Idaho Code Section 18-8705, some of the proposed exhibits could not be included in the exhibition.”",[],65c150ff79db8200391e9095
2023,Lewis-Clark State College,Public,Unconditional Care: Listening to People’s Health Needs: Letter to Margaret Sanger,Artwork,Abortion,Administrator(s),From the Right,No,No,Removed,No,"Administrators removed six works of art from an exhibit including a letter titled, Unconditional Care: Listening to People’s Health Needs: Letter to Margaret Sanger. The exhibit also featured videos and audio recordings of women sharing their experiences with pregnancy, abortion, and reproductive healthcare, and a piece of embroidery that displayed two pills used during abortion.","Mistaken on the Law (Even if not on state law, certainly on Constitutional Law). The College Director of Communications said: “After obtaining legal advice, per Idaho Code Section 18-8705, some of the proposed exhibits could not be included in the exhibition.”",[],65c150ff79db8200391e909c
2023,Lycoming College,Secular,Lycoming College Drag Show,Performance,Gender,"Administrator(s), Anonymous, Student(s)",From the Right,No,No,Canceled,Yes,"About a week prior to the performance of the Lycoming College Drag Show the college received reports that students had overheard other students talking about ""shooting up"" the drag show and its attendees. The local police department advised the college to hold the event and agreed to provide a police presence. An hour before the performance was scheduled to begin, the administration received reports of someone in the vicinity wearing a mask and making threatening comments. The college canceled the event and rescheduled it for the fall semester.","Neutral. The college president said: ""We did not have enough time to do an adequate assessment of the risk that was associated with those comments [threatening comments], and so we took the prudent step and decided to reschedule the drag show and not hold it that evening. Lycoming College sees this event as being about freedom of expression, and we are really working to develop a culture here that is inclusive.""",[],65c150ff79db8200391e90a3
2023,Macalester College,Secular,Blasphemy IX,Artwork,"Gender, Religion","Administrator(s), Student(s)",From the Left,No,Yes,Canceled,Yes,"Following student complaints, college administrators temporarily shut down an art exhibit, Blasphemy IX, stating some of the works caused ""harm."" When the college reopened the exhibit it was accompanied by a content warning and views of the ""harmful"" works were obscured with pages of construction paper.","Appeased Protesters, Encouraged (or Approved of) Self-Censorship. The university issued a statement via email: ""The Law Warschaw Gallery reopened today after a short pause over the weekend. During this time, we had several conversations with students, faculty, and staff to consider multiple perspectives from Muslim communities on campus, worked with the artist, and supported gallery staff. We also prepared the gallery to prevent unintentional or non-consensual viewing of certain works and added a content warning. We recognize and support the value and importance of artistic expression, including provocative art used in protest and social activism. Therefore, the exhibit will remain open. We also recognize community impact and understand that pieces in the exhibition have caused harm to members of our Muslim community.""",[],65c150ff79db8200391e90aa
2023,Macalester College,Secular,Blasphemy X,Artwork,"Gender, Religion","Administrator(s), Student(s)",From the Left,No,Yes,Canceled,Yes,"Following student complaints, college administrators temporarily shut down an art exhibit, Blasphemy X, stating some of the works caused ""harm."" When the college reopened the exhibit it was accompanied by a content warning and views of the ""harmful"" works were obscured with pages of construction paper.","Appeased Protesters, Encouraged (or Approved of) Self-Censorship.  The university issued a statement via email: ""The Law Warschaw Gallery reopened today after a short pause over the weekend. During this time, we had several conversations with students, faculty, and staff to consider multiple perspectives from Muslim communities on campus, worked with the artist, and supported gallery staff. We also prepared the gallery to prevent unintentional or non-consensual viewing of certain works and added a content warning. We recognize and support the value and importance of artistic expression, including provocative art used in protest and social activism. Therefore, the exhibit will remain open. We also recognize community impact and understand that pieces in the exhibition have caused harm to members of our Muslim community.""",[],65c150ff79db8200391e90b1
2023,Medical College of Wisconsin,Public,Dave Murphy,Campus Speech,Race,Administrator(s),From the Left,No,No,Revoked,No,"Students and faculty petitioned the school to denounce a Wisconsin Association of Scholars-sponsored symposium featuring Murphy (and Ron Johnson and John Sailer). The symposium would frame DEI as ""politically motivated,"" ""not rooted in evidence,"" and ""unsafe."" The president of the college rescinded the use of college facilities, citing the potential for disruption and the need to maintain safety.","Neutral (Disingenuous). The president of the college released a statement: ""A fundamental purpose of a university is to facilitate the exchange of ideas, even when those ideas challenge our cherished values or are offensive to members of our university community.  However, the exchange of ideas should not disrupt the core functions of a university or jeopardize the safety of our MCW community.""",[],65c150ff79db8200391e90b8
2023,Medical College of Wisconsin,Public,John Sailer,Campus Speech,Race,Administrator(s),From the Left,No,No,Revoked,No,"Students and faculty petitioned the school to denounce a Wisconsin Association of Scholars-sponsored symposium featuring Sailer (and Ron Johnson and David Murphy). The symposium would frame DEI as ""politically motivated,"" ""not rooted in evidence,"" and ""unsafe."" The president of the college rescinded the use of college facilities, citing the potential for disruption and the need to maintain safety.","Neutral (Disingenuous). The college president released a statement: ""A fundamental purpose of a university is to facilitate the exchange of ideas, even when those ideas challenge our cherished values or are offensive to members of our university community. However, the exchange of ideas should not disrupt the core functions of a university or jeopardize the safety of our MCW community.""",[],65c150ff79db8200391e90bf
