Year,School,School Type,Speaker/Performer/Title,Type of Expression,Controversy Topic(s),Source(s),Political Motives of Source(s),Petition For,Petition Against,Outcome,Reinvited/ Rescheduled/ Relocated?,Controversy Explanation,Public Response,Read More,fire_id
2013,University of Mississippi,Public,The Laramie Project,Performance,Sexuality,Student(s),From the Right,No,No,Attempted Disruption,Not Applicable,Students and members of the football team temporarily disrupted a performance of the play The Laramie Project by heckling.,"Neutral. The university chancellor and athletics director released a joint statement: While we work to determine with certainty who disrupted the Laramie Project play, we want everyone within our university community and beyond to know that we strongly condemn the behavior exhibited Tuesday night. As a member of the Ole Miss family, each of us has a responsibility to be accountable for our actions, and these individuals will be held accountable. Our investigation will determine the degree to which any and all students were involved.",[],65c1511079db8200391ea6f2
2013,University of Montana Western,Public,Carol Williams,Commencement Speech,Race,Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Some students were offended that Pat Williams, Carol Williams' husband, said that members of the university football team acted like ""thugs"" in a series of violent crimes, and they opposed the Williams' invitation to speak at commencement. Carol Williams (and her husband) spoke successfully.",None,[],65c1511079db8200391ea6f9
2013,University of Montana Western,Public,Pat Williams,Commencement Speech,Race,Student(s),From the Left,No,No,Disinvitation Attempt,Not Applicable,"Some students were offended that Williams said that members of the university football team acted like ""thugs"" in a series of violent crimes, and they opposed Williams' (and his wife's) invitation to speak at commencement. Williams (and his wife) spoke successfully.",None,[],65c1511079db8200391ea700
2013,University of Pennsylvania,Secular,Narendra Modi,Campus Speech,"Foreign Affairs, Religion","Faculty, Student Group(s), Student(s)",From the Left,No,Yes,Revoked,No,"Faculty and students petitioned the Wharton India Economic Forum, an annual India-centric conference hosted by the Wharton School, to rescind its invitation to Modi because of Modi's alleged complicity in the 2002 Gujarat riots. The student-organized conference went on without Modi, with protests against the disinvitation occurring outside the event.",None,[],65c1511079db8200391ea707
2013,University of San Francisco,Religious,Barbara Garcia,Commencement Speech,"Gender, Sexuality",Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,"The Cardinal Newman Society urged the university to rescind its invitation of Garcia to deliver a commencement speech because during Garcia's time as director of the San Francisco Department of Health, she oversaw the implementation of taxpayer funded sex-change operations. Garcia spoke successfully.",Unknown,[],65c1511079db8200391ea70e
2013,University of San Francisco,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511079db8200391ea715
2013,Western New England University School of Law,Secular,Lois Lerner,Commencement Speech,"Criminal or Other Misconduct, Political Views",General Public,From the Right,No,No,Withdrew,No,"Lerner withdrew from speaking at commencement so that commencement would ""focus on the graduates"" after controversy erupted over her role in an IRS scandal targeting conservative groups. Commencement proceeded without a speaker.",None,[],65c1511079db8200391ea71c
2013,Xavier University of Ohio,Religious,Anthony Munoz,Commencement Speech,"Sexuality, Civil Liberties","Alumni, Faculty, Politician(s), Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students, faculty, alumni, and a city councilman protested the university's selection of Munoz as commencement speaker because of Munoz's opposition to gay marriage. Students started an online petition asking that Munoz ""clarify his personal position on LGBTQ rights"" or have his invitation to speak at commencement rescinded. Munoz spoke successfully.","Supported Content of Expression. The university president released a statement that included: ""His [Munoz'] position throughout was perfectly consistent with Catholic teaching on this subject. Anthony is a deeply Christian man who believes that he has been commanded to love and respect people without hesitation, including people with whom he may disagree on political or social issues, and that bias or discrimination against anyone is simply wrong.”",[],65c1511079db8200391ea723
2013,Xavier University of Ohio,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511079db8200391ea72a
2013,"Yeshiva University, Benjamin Cardozo School of Law",Religious,Jimmy Carter,Campus Speech,Israeli-Palestinian Conflict,"Activist(s), Alumni, Student(s)",From the Right,No,Yes,Attempted Disruption,Not Applicable,"Students and alumni objected to Carter's views on Israel, alumni created a ""Shame on Cardozo"" website and circulated a letter asking that Carter's invitation be revoked, and students and others attempted to block Carter from entering the building. Carter spoke successfully.","Condemned Content of Expression, Appeased Protesters. The Dean of the law school said: “[W]e are part of a Jewish institution and we stand for Jewish values and commitments, and part of that is support for Israel.”",[],65c1511079db8200391ea731
2013,University of Hawaii,Public,Ka Leo Arts Festival Mural,Artwork,Other,Administrator(s),Not Applicable,No,No,Substantial Event Disruption,Not Applicable,The university painted over a portion of a mural painted by students for an upcoming university arts festival becasue it contained a message critical of the university and its association with urban development.,None.,"['https://www.bigislandvideonews.com/2013/10/15/uh-mauna-kea-mural-cover-up-ignites-protest/', 'https://oiwi.tv/uh-manoa-mural-protest/', 'https://oiwi.tv/uh-manoa-mural-protest/', 'https://www.youtube.com/watch?v=bGuWYnLRZjM']",679bf156b2c36102bab5fa3e
2013,"California State University, Northridge",Public,Chicano Studies Department Mural,Artwork,"Immigration, Race","Activist(s), Alumni, General Public",From the Left,No,No,Cancellation Attempt,Not Applicable,"An alumnus and military veteran launched an online campaign to urge the administration alter the mural, which depicts an upside down American flag, that spurred local veterans groups and members of the community to write letters to the administration demanding they alter the mural. The university did not alter the mural.","High Honors.  In an official statement a university administrator said: ""As a higher education institution, CSUN has a responsibility to encourage a wide variety of views and to be an educational and public forum for expression of divergent views, including those that some may find distasteful or unpopular.""""  The administrator added: """"In years past, CSUN received a handful of complaints relating to this mural and specifically its depiction of the American flag. However, the university has not received any negative feedback regarding the mural in the past several years."""" And that, """"CSUN strongly supports our veteran students and honors the service of all veterans,. While we understand that this portrayal of the American flag is offensive and a provocation to some, the representation of our flag as depicted in the mural is protected as free speech under the First Amendment of the U.S. Constitution. Our veterans have risked life and limb to protect this and other essential rights.""","['https://www.youtube.com/watch?v=iGp4lFXEyQ4', 'https://www.thecollegefix.com/university-defends-campus-mural-upside-u-s-flag-fang-toothed-border-patrol-agent/', 'https://www.foxnews.com/us/california-college-defends-mural-showing-fanged-border-agent-upside-down-american-flag']",679c02f4a77dd1272f1ec125
2013,Providence College,Religious,Dana Dillon,Campus Speech,"Civil Liberties, Sexuality","Administrator(s), Public Figure(s)",From the Right,No,No,Revoked,No,"The college canceled a lecture by John Corvino, a philosophy professor and same-sex marriage advocate. The event, was also supposed to include Dana Dillon, an associate professor of theology at the college, as a respondent to present the Catholic perspective on marriage. The college's provost canceled the lecture, citing concerns that Dillon, a theologian, was asked on short notice to debate someone presenting philosophical and legal arguments, not theological ones. Corvino was reinvited, but Dillon was replaced as the respondent.","Appeased Protesters, Condemned Content of Expression. The university provost said: “The incident in question is thus not really about academic freedom but rather goes to the meaning of being a Catholic college.”","['https://www.catholicworldreport.com/2013/09/27/providence-college-schedules-debates-on-same-sex-marriage-for-spring-2014/', 'https://www.insidehighered.com/news/2013/09/26/providence-college-reverses-ban-speaker-who-favors-same-sex-marriage-questions', 'https://www.browndailyherald.com/2013/10/22/pc-students-protest-canceled-marriage-talk/', 'https://www.newwaysministry.org/2013/09/28/campus-chronicles-cancellation-of-marriage-lecture-leads-to-community-reflection/', 'https://www.catholicworldreport.com/2013/09/27/providence-college-schedules-debates-on-same-sex-marriage-for-spring-2014/', 'https://johncorvino.com/2013/09/response-to-providence-colleges-rescheduling-of-my-event/']",67dbe745c686c102dd1b8dd5
2012,Adrian College,Religious,Pat Boone,Commencement Speech,"Race, Sexuality","Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students and faculty criticized Boone's views on gay rights and his refusal to accept that President Barack Obama is an American and a Christian who was not born in Kenya. Faculty passed a resolution asking the university to rescind its invitation of Boone, and students created a Facebook page in opposition to his speaking. Boone offered to allow a representative of the opposition a few minutes to speak at commencement prior to his address to explain why he should not be allowed to speak, but no one accepted Boone's offer. Boone spoke successfully.",None,[],65c1511079db8200391ea738
2012,Alabama A&amp;M University,Public,Louis Farrakhan,Campus Speech,Race,"Activist(s), Public Figure(s), Student(s)",From the Right,No,No,Disinvitation Attempt,Not Applicable,"Students and outside groups protested Farrakhan, calling Farrakhan anti-Semitic. Farrakhan spoke successfully.","Condemned Content of Expression, Appeased Protesters. The university president said: ""I want to state emphatically, that this administration did not extend an invitation to Minister Louis Farrakhan. The invitation was extended by student organizations on the campus consistent with university policy and procedures. . . .The views which [sic] may be expressed during this upcoming event do not reflect or embody the views of Alabama A&amp;M University.""",[],65c1511179db8200391ea73f
2012,Anna Maria College,Religious,Victoria Reggie Kennedy,Commencement Speech,"Abortion, Civil Liberties, Sexuality",Public Figure(s),From the Right,No,No,Revoked,Yes,"The Cardinal Newman Society and a local bishop requested that the college disinvite Kennedy because of Kennedy's pro-choice, pro-birth control, and pro-gay marriage views. The college rescinded Kennedy's invitation to speak at commencement. The college reinvited Kennedy to give the keynote address at a symposium six months later.","Appeased Protesters. A spokesperson for the college said that Kennedy deserved high marks for her work on behalf of “gun control.” The school said it obeyed the bishop ''with great regret,'' saying that ""as a small, Catholic college that relies heavily on the good will of its relationship with the Bishop and the larger Catholic community, its options are limited.”",[],65c1511179db8200391ea746
2012,Bellarmine University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511179db8200391ea74d
2012,Boston College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the college to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511179db8200391ea754
2012,College of Saint Rose,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the college to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511179db8200391ea75b
2012,College of the Holy Cross,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the college to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511179db8200391ea762
2012,Cornish College of the Arts,Secular,Mike Daisey,Commencement Speech,Criminal or Other Misconduct,Anonymous,Not Applicable,No,No,Withdrew,No,"Daisey withdrew from delivering a commencement speech after excerpts from Daisey's solo show The Agony and the Ecstasy of Steve Jobs, which describes Daisey's encounters with underage workers and workers who were poisoned by their jobs making Apple products in China, were aired on Public Radio International’s “This American Life.” Daisey then admitted he did not meet any of the Apple employees in China who had allegeedly been poisoned by their factory jobs and that he had guessed the ages of some of the employees he had met.","Condemned Speaker (or Artist) as a Person. The college's released a statement that included: ""One essential principle of that education is the importance of professional integrity. Because of that foundational value, Cornish will not award an honorary degree to Mr. Daisey.""",[],65c1511179db8200391ea769
2012,DePaul University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511179db8200391ea770
2012,Earlham College,Secular,Jonah Lehrer,Campus Speech,Criminal or Other Misconduct,Administrator(s),Not Applicable,No,No,Revoked,No,"The college canceled Lehrer's ethics lecture after discovering that Lehrer had fabricated quotes by Bob Dylan for his book, Imagine: How Creativity Works.","Condemned Content of Expression.  A college public affairs officer stated: ""We felt that, given everything that is transpiring, this is not exactly something we would move forward with, given the fact that this fund is to fund lectures in ethics.""",[],65c1511179db8200391ea777
2012,Fordham University,Religious,Ann Coulter,Campus Speech,"Gender, Immigration, Political Views, Race, Religion, Sexuality","Student Group(s), Student(s)",From the Left,No,Yes,Revoked,No,"Students opposed Coulter, including by circulating a petition to have her disinvited, because of her conservative views. The College Republicans rescinded its invitation to Coulter in response to student opposition.","Condemned Content of Expression, Appeased Protesters. The university president at first condemned and prohibited Coulter from speaking:  ""Her rhetoric is often hateful and needlessly provocative . . . and her message is aimed squarely at the darker side of our nature."" But then permitted her to speak but still condemned her views ""[. . .] to prohibit Ms. Coulter from speaking at Fordham would be to do greater violence to the academy . . . . I fully expect our students, faculty, alumni, parents, and staff to voice their opposition, civilly and respectfully, and forcefully.""",[],65c1511179db8200391ea77e
2012,Fordham University,Religious,John Brennan,Commencement Speech,"Civil Liberties, Foreign Affairs, Terrorism","Alumni, Faculty, Student(s)",From the Left,No,Yes,Disinvitation Attempt,Not Applicable,"Students, faculty, and alumni protested Brennan's involvement in the War on Terror and circulated a petition against Brennan's invitation to speak at commencement. Brennan spoke successfully.",None,[],65c1511179db8200391ea785
2012,Fordham University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Rejected,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. Student Affairs did not approve the performance, so the student organizers held it off campus instead.",Unknown,[],65c1511179db8200391ea78c
2012,George Washington University,Secular,Carlos Slim,Commencement Speech,Class or Policy Issues,"Activist(s), General Public, Student(s)",From the Left,No,No,Attempted Disruption,Not Applicable,"Student protesters attempted to drown out Slim's commencement speech with horns, citing Slim's ""corrupt and monopolistic"" business practices and their impact on impoverished Mexicans. Slim finished his remarks.",None,[],65c1511179db8200391ea793
2012,Georgetown University,Religious,Kathleen Sebelius,Commencement Speech,"Abortion, Other",Activist(s),From the Right,No,Yes,Attempted Disruption,Not Applicable,"An off-campus Catholic group, The Cardinal Newman Society, gathered 35,000 signatures on a petition urging the university to cancel Sebelius' commencement speech because of her pro-choice views and support for contraception. Her speech went on with protests outside and some disruption inside. Police escorted the protesters out.","Condemned Content of Expression, Appeased Protesters. The university's president said: “The invitation to Secretary Sebelius occurred prior to the Jan. 20 announcement by the Obama Administration of the modified healthcare regulations. The secretary’s presence on our campus should not be viewed as an endorsement of her views. As a Catholic and Jesuit university, Georgetown disassociates itself from any positions that are in conflict with traditional church teachings.”",[],65c1511179db8200391ea79a
2012,Georgetown University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511179db8200391ea7a1
2012,Gonzaga University,Religious,Desmond Tutu,Commencement Speech,"Abortion, Sexuality, Civil Liberties","Alumni, Faculty, General Public, Student(s)",From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"Faculty, staff, students, and alumni protested the university's invitation of Tutu to deliver a commencement speech, including by circulating an online petition, because of Tutu's support for gay marriage and pro-choice views. Tutu spoke successfully.","Supported Content of Expression. The university released a statement which included: ""At the University’s 2012 undergraduate commencement, we are privileged to welcome a world-renowned Christian leader and social rights activist whose faith-based lifelong dedication to the cause of justice so clearly resonates with our work as a university.""",[],65c1511179db8200391ea7a8
2012,"Indiana University, Bloomington",Public,Douglas Wilson,Campus Speech,"Gender, Race, Sexuality",Student(s),From the Left,No,No,Attempted Disruption,Not Applicable,"Students protested Wilson, objecting to his views on sexuality, by heckling Wilson during his speech. One student was arrested. Wilson finished his remarks.",None,[],65c1511179db8200391ea7af
2012,Liberty University,Religious,Mitt Romney,Commencement Speech,Religion,"General Public, Student(s)",From the Right,No,No,Disinvitation Attempt,Not Applicable,"Evangelical students did not want Romney, a Mormon, to deliver the commencement address. Hundreds of comments against Romney's selection were posted on the university's Facebook post, many of which characterized Mormonism as a ""cult."" The university removed the posts, deleting the comments. Romney spoke successfully.",None,[],65c1511179db8200391ea7b6
2012,Mercy University School of Nursing,Religious,Robert Hagan,Commencement Speech,"Abortion, Sexuality, Civil Liberties",Public Figure(s),From the Right,No,No,Revoked,No,A local bishop asked the nursing school to disinvite Hagan from delivering a commencement speech because of Hagan's pro-choice views and support for gay marriage. The university rescinded its invitation to Hagan.,None,[],65c1511179db8200391ea7bd
2012,Providence College,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Administrator(s),From the Right,No,No,Rejected,Not Applicable,"The college banned performances of the play, The Vagina Monologues, on campus in 2006 because ""its depiction of female sexuality is so deeply at odds with the true meaning and morality that the Catholic Church’s teaching celebrates."" Students performed the play off-campus for the sixth year straight.",Unknown,[],65c1511179db8200391ea7c4
2012,Reed College,Secular,Sal Rodriguez,Performance,"Gender, Race, Sexuality",Student(s),From the Left,No,No,Attempted Disruption,Not Applicable,"During Rodriguez's stand-up routine, a student walked on stage, grabbed Rodriguez's microphone, and declared his performance ""blatantly misogynistic, racist, and homophobic."" Rodriguez then resumed and completed his comedy set. After the show there were discussions of a possible honor violation case against him.",Appeased Protesters. Admin issued the following statement: “Student Services is aware of the concerns over the content of the comedy show on Saturday night. The administration takes these reports very seriously. . . . Reports can be made anonymously. If students need additional support we encourage them to seek the assistance of the Health &amp; Counseling Center.”,[],65c1511179db8200391ea7cb
2012,Scranton University,Religious,Marjorie Margolies,Commencement Speech,Abortion,Activist(s),From the Right,No,No,Disinvitation Attempt,Not Applicable,The Cardinal Newman Society urged the university to rescind its invitation of Margolies to deliver a commencement speech because of Margolies' views on abortion. Margolies spoke successfully.,"Supported Speaker (or Artist) as a Person. The university president's statement included: ""The University has decided to move forward with the program as planned. Speakers for this University event are experts chosen to provide women with information about the challenges of politics; they are not chosen to engage in a discussion of abortion.""",[],65c1511179db8200391ea7d2
2012,Seattle University,Religious,The Vagina Monologues,Performance,"Gender, Religion, Sexuality",Activist(s),From the Right,No,No,Cancellation Attempt,Not Applicable,"The Cardinal Newman Society opposed the performance of the play, The Vagina Monologues, and directly contacted the university to confirm that the performance was scheduled and ask that it be canceled. The event took place.",Unknown,[],65c1511179db8200391ea7d9
2012,Temple University,Public,Pamela Geller,Campus Speech,"Civil Liberties, Foreign Affairs, Israeli-Palestinian Conflict, Religion","Activist(s), Student Group(s), Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students and outside organizations protested Geller's (and Robert Spencer's) appearance at an ""Islamic Apartheid Conference"" sponsored by Temple University Students for Intellectual Freedom. Geller spoke successfully.","Honor Roll
Neutral. A university dean told protesters ""to respect [the speaker's] right to free speech.""",[],65c1511179db8200391ea7e0
2012,Temple University,Public,Robert Spencer,Campus Speech,"Civil Liberties, Foreign Affairs, Israeli-Palestinian Conflict, Religion","Activist(s), Student Group(s), Student(s)",From the Left,No,No,Disinvitation Attempt,Not Applicable,"Students, and outside organizations, protested Spencer's (and Pamela Geller's) appearance at an ""Islamic Apartheid Conference"" sponsored by Temple University Students for Intellectual Freedom. Spencer spoke successfully.","Honor Roll
Neutral. A university dean told protesters ""to respect [the speaker's] right to free speech.""",[],65c1511179db8200391ea7e7
2012,"University of California, Berkeley",Public,Louis Farrakhan,Campus Speech,"Race, Sexuality","Student Group(s), Student(s)",From the Left and From the Right,No,Yes,Disinvitation Attempt,Not Applicable,"Students protested and circulated a petition to disinvite Farrakhan, calling him anti-Semitic and homophobic. Farrakhan spoke successfully.","Condemned Expression, Appeased Protesters. The chancellor and two vice-chancellors signed on to a statement that included: ""While the principle of free speech is important, the choice of the weekend’s speaker was in direct opposition to the principles of community and inclusion that we have consistently articulated for the campus.""",[],65c1511179db8200391ea7ee
